ordinal	postdate	pid	content_length	source_url	preview
2679	2026-05-21 15:19	868894037	55	https://bbs.nga.cn/read.php?pid=868894037&opt=128	Reply[/pid] Post by 闻空言语 (2026-05-21 15:14): 狼大，这样对后续走势的影响是什么？震荡换手，时间换空间？还是继续杀的更狠一点？杀到4000以下？ 我需要复盘评估啊 现在怎么可能看出来 明显超预期的走势
2680	2026-05-21 15:26	868895063	254	https://bbs.nga.cn/read.php?pid=868895063&opt=128	Reply[/pid] Post by 阿斯达斯d (2026-05-21 15:21): 狼大，探讨个问题，上次上周五你也说半导体拉起来的太快了，半导体这边的情况是不是有点太复杂了。 我记得之前也提到又一次C杀没够就拉起来，后面筹码很难搞，今年的资金好像很急的样子，如果稳妥考虑，这段时间休息不做，留底仓等第一次议息会议和双降落地再做回来是否可以，近期会比较忙看盘的时间不太够，铁盒逐步清了之后没啥中长线能拿的 半导体这边还是正常走法 行情和预判的一样 甚至今天都是全天都有分段
2681	2026-05-21 15:48	868898373	129	https://bbs.nga.cn/read.php?pid=868898373&opt=128	尾盘2点半附近第二波的割肉盘 跳的大都还是相对低位的票 或者是高标板块的低位票 这波应该是错杀 但是没办法 可能是为了补别的半导体融资票吧。
2682	2026-05-21 16:02	868900355	31	https://bbs.nga.cn/read.php?pid=868900355&opt=128	Reply[/pid] Post by sqy1130516120 (2026-05-21 16:00): 虽然但是，收盘后我第一时间看了，两融增加了 T+1的 你明早9点左右才能看到
2683	2026-05-21 16:13	868902051	305	https://bbs.nga.cn/read.php?pid=868902051&opt=128	首先 ABC的B反后是高点 是预判中的 只是很少在技术级别里面B反直接接C杀到下区间的走势而已 所以预期之外只是这个烈度问题 这个整体走势不是什么很值得改变原有计划的事情 本来三天干你20个点 之前你以为是每天7个点 现在可能是第一天10个点 后面每天5个点 也是可能的 总体来整体策略没有任何问题 包括早上的B反高点出现的状态也是预判中的。
2684	2026-05-21 16:16	868902530	48	https://bbs.nga.cn/read.php?pid=868902530&opt=128	Reply[/pid] Post by skysyyy (2026-05-21 16:15): 狼大，这C浪是不言底还是说大概在4000-4050 区间在日K的60线 但是能不能结束主要是看结构。
2685	2026-05-21 17:36	868914645	17	https://bbs.nga.cn/read.php?pid=868914645&opt=128	Reply[/pid] Post by 让专业的来！ (2026-05-21 17:06): 狼大，有没有可能现在还是运行在A浪里面？也就是说4258下来走A还没走完，不然结合前面将近34个交易日的35，这个子浪a也太短了 没有这个可能
2686	2026-05-21 17:49	868916278	288	https://bbs.nga.cn/read.php?pid=868916278&opt=128	半导体ETF今天就是卖点了 哪怕尾盘确认的时候卖也是对的 符合我之前分享过的 不吃最后一根红K 今天放量跌破昨天的红K 量能多一倍 就当昨天没涨就行了 好了 第一次半导体行情完整圆满结束 整个链条符合之前这里的判断，不管是中间轮动过程还是最后收尾迹象 整个波段完整且标准。 这次买 和卖 和中间的做T部分已经全部分享完毕
2687	2026-05-21 17:50	868916361	65	https://bbs.nga.cn/read.php?pid=868916361&opt=128	Reply[/pid] Post by xenoblade4 (2026-05-21 17:43): 本来今天预期是光接力铁盒，结果光被大盘带着陪葬了，反弹应该先考虑光吧，几个二线明星票都是高点下来15点左右，明天接着跌一下位置也合适。 错了 光今天本来就是要跌 而且先跌了 后续跳水的时候跟着跳了而已。
2688	2026-05-21 18:05	868918304	211	https://bbs.nga.cn/read.php?pid=868918304&opt=128	Reply[/pid] Post by munilaomu (2026-05-21 17:59): 狼大，铁盒这里不会做双头么，是因为这次量太大了吗？我看了下历史k线，有几次阶段顶部是双头的。 这么长一段主升你都不满足么 能不能双头我不敢确定 因为上一次航天就没有双头。一直等到机构做第二波才出的双头 虽然是因为上面的原因，但是你不能确认这次会不会因为别的原因。 而且能双头也要先看止跌 而不是现在马上冲进去。
2689	2026-05-21 18:14	868919427	134	https://bbs.nga.cn/read.php?pid=868919427&opt=128	Reply[/pid] Post by 雨革月王龙 (2026-05-21 18:08): 狼大这次设备扩产周期是按你九月份那会说的开始算吗 顺便再次感谢分享 差不多吧 就是大盘开始3-2的时候 实际生产会之后一点 股价先行 所以为什么我说设备跑通了 下半年继续看材料 材料目前算一浪 没想到吧 材料没加速，
2690	2026-05-21 18:18	868919835	131	https://bbs.nga.cn/read.php?pid=868919835&opt=128	然后我昨天说的 机构688行情告一段落 然后接下来是情绪行情了 属于超短的时候开始了 你们加油做 出门左转旁边有几个楼专门做超短的 亏完了再来回本。
2691	2026-05-21 18:23	868920495	7	https://bbs.nga.cn/read.php?pid=868920495&opt=128	Reply[/pid] Post by 生鱼片是死鱼片wk (2026-05-21 18:18): 狼大昨天说的光刻材料也吃完加速跑了？单纯好奇昨天跟图哥清仓了，在这里感谢狼大图哥 对
2692	2026-05-21 18:34	868921595	199	https://bbs.nga.cn/read.php?pid=868921595&opt=128	Reply[/pid] Post by lang丶 (2026-05-21 18:26): 半导体结束直接全没了吗？马上转情绪票行情了？半导体的加速没吃上，光存的加速不知所踪，接下来就要继续挨打了吗 。。。你们到底怎么理解的啊 半导体就不能出现个股情绪票了吗 当时航天最后不是也出了几个柚子接力的票么 只是纯机构抱团行情已经结束了 因为心不齐了 整套半导体基本原理都轮动完了 共识已经达成。后面就是拼本事了
2693	2026-05-21 18:39	868922214	87	https://bbs.nga.cn/read.php?pid=868922214&opt=128	Reply[/pid] Post by 吃鱼的喵喵的猫猫 (2026-05-21 18:37): 狼大，这次半导体可能存在机构出给柚子，柚子抱团出给散户的行情吗 只要没上面突发消息 就是这个状态了 之前我记得我分享过中继 新医生那时候就有过这种情况。
2694	2026-05-21 19:00	868924294	127	https://bbs.nga.cn/read.php?pid=868924294&opt=128	Reply[/pid] Post by 新光语 (2026-05-21 18:47): 我觉得pcb资金面相比较而言没啥问题，但是量化太特么xxxxx了，全天下午一起按直接按坏。 其实早上PCB资金是有的 因为凌晨英伟达的业绩指引里面最利好就是PCB了 但是也没办法撑起市场 是很可惜了 半导体一旦松动 其他都被填坑了
2695	2026-05-21 20:10	868931256	235	https://bbs.nga.cn/read.php?pid=868931256&opt=128	今天亏钱效应比我想象的要大很多 这两天追高半导体的可能不是-5%那么简单 按今天科技这边的振幅 少的也有-10% 多的可能-15% 也就是如果手上都是半导体的话 今天亏-5%以内算正常，如果减了半导体 亏-2.5%算正常 亏钱效应太大了 而且这个亏钱效应会在明天早盘扩大化
2696	2026-05-21 21:51	868940555	546	https://bbs.nga.cn/read.php?pid=868940555&opt=128	截至目前 下午1点半之后的量化主卖确实没有定论，不管是市场传闻的量化小作文还是别的什么利空消息，目前都是捕风捉影 早上B反高点是能判断出来的 B反结束迹象也是在这里说了 ，4150附近中间午盘放量转缩量是本来机构要这里震荡做反抽然后吸引更多人接盘科技的时间，但是1点半之后 从分时缩量又转放量 量化主卖这一段 是没有办法预判出来的 我盘中也说了 最后二卖位也没有很好 后面就没好卖点了 在这种情况下，未知 才是目前最大的问题，所以针对未知，控制仓位才是重点。 前几天我的操作和小图
2697	2026-05-21 22:05	868941775	143	https://bbs.nga.cn/read.php?pid=868941775&opt=128	我只说 我没办法卖到今天最高点 我今天也是亏损的 而且绝对值一定比你们多 你们居然指望我现在给你们个股建议和按摩？ [del]我觉得我可能要收割你们回血才行[/del]
2698	2026-05-21 22:12	868942445	118	https://bbs.nga.cn/read.php?pid=868942445&opt=128	Reply[/pid] Post by 新光语 (2026-05-21 22:06): 看不懂，目前开盘美股的光存都在涨，全世界市场今天科技特别是存储都在涨，昨晚依旧在加强整个AI产业链的利好，利空更是只看到有各种小作文。宏观、AI链世界范围都没看到有什么新的论调或者利空点，之前那几个老生常谈的不都在预期内么。看来看去只能是量化自己有什么问题 我之前的判断应该没什么问题 今天下午的量化主杀是超预期 但是不代表我的逻辑是错的。我们大A自有一套独立运行体系。。。。
2699	2026-05-21 22:16	868942861	227	https://bbs.nga.cn/read.php?pid=868942861&opt=128	现在美股就是在交易英伟达的业绩指引 这TM才是正常市场的逻辑。 你说我的判断错在哪。。。。。。。 早上那些机构都在做这个预期 哪怕先摁了光 也是为了拉起来诱多 但是下午那一段雪崩 大家都要死 让我回忆起了 3月每天10点后量化主卖的那段日子 这才是问题
2700	2026-05-22 09:57	868982976	107	https://bbs.nga.cn/read.php?pid=868982976&opt=128	符合预期 强修复的是英伟达业绩指引方向。但是指数级别 4140如果过不去 C杀没结束。只是补回了量化昨天主卖部分而已。
2701	2026-05-22 12:43	869010044	329	https://bbs.nga.cn/read.php?pid=869010044&opt=128	目前机构方向继续加强了PCB方向 目前还是基于指引里面增量大的 PCB相关 MLCC 存储等 但是这个方向我目前判断 情绪修复强于逻辑 为什么这么说呢，因为今天除了胜宏先拉起来做表态，跟随上板的反而是中小票。相对大一点的晚了1小时才启动。 也就是目前市场先按超跌修复反抽来看 目前看我早上的压力位 题材方面柚子去冲了个海外映射的量子科技，不过我看不懂 就不参与了
2702	2026-05-22 13:12	869013483	43	https://bbs.nga.cn/read.php?pid=869013483&opt=128	Reply[/pid] Post by 晨星233 (2026-05-22 13:00): 黄金还是要等6月中的议息会议吗？ 你们可以先去啊 不用问我的 我做黄金很差的
2703	2026-05-22 13:20	869014537	139	https://bbs.nga.cn/read.php?pid=869014537&opt=128	半导体目前延续昨天量化杀跌前的走法 华虹中心这种扩产+光刻机的末端延续 也就是这个方向先看震荡筑底。先把这波追高的 沉淀一下做成基石 还有双头的可能
2704	2026-05-22 13:48	869018045	45	https://bbs.nga.cn/read.php?pid=869018045&opt=128	液冷移动电子新高 我先减1/3 继续补到国算液冷里。
2705	2026-05-22 13:53	869018658	114	https://bbs.nga.cn/read.php?pid=869018658&opt=128	黄线已经打到昨天量化杀盘的起点。 量能开始有点放了 我感觉这里T出去不是什么错误 这里是一个换手区域 或者再窜一下T出去也行
2706	2026-05-22 14:16	869021812	45	https://bbs.nga.cn/read.php?pid=869021812&opt=128	Reply[/pid] Post by 异乡猫 (2026-05-22 14:11): 就差北湾了，持仓有个绿的太煞风景了 你XX昨天这个不是红的吗？昨天你怎么不说了
2707	2026-05-22 14:21	869022604	41	https://bbs.nga.cn/read.php?pid=869022604&opt=128	Reply[/pid] Post by c471167449 (2026-05-22 14:20): 狼大那今天晚上沃什上台，昨天已经跑路的，岂不是可以继续观望等上台后再说了。。。 今天缩量成这样 昨天被杀的很多都没回来
2708	2026-05-22 14:21	869022689	26	https://bbs.nga.cn/read.php?pid=869022689&opt=128	你们今天怎么不说光不行了？
2709	2026-05-22 14:24	869023020	23	https://bbs.nga.cn/read.php?pid=869023020&opt=128	Reply[/pid] Post by 织梦难知醒 (2026-05-22 14:22): 我只想知道，头狼站在光里了吗 你放心 我不会亮票的。
2710	2026-05-22 14:27	869023513	52	https://bbs.nga.cn/read.php?pid=869023513&opt=128	Reply[/pid] Post by 嘻哈小树苗 (2026-05-22 14:24): 谁解释解释今天为什么这么涨？头好晕，晕乎乎的 因为缩量 至少3000E资金包括量化今天光站在场外看了
2711	2026-05-22 14:33	869024382	246	https://bbs.nga.cn/read.php?pid=869024382&opt=128	Reply[/pid] Post by 梦想的空气 (2026-05-22 14:30): 那是不是要是尾盘站住4100，下周的大A可以高看一眼啊 没有这个说法 放量下跌 一定需要过下跌浪的半分位 然后缩量转放量再冲 才能高看一眼 如果到半分位缩量 然后向下，那就是C继续。按目前来说很大概率是 因为今天涨的方向完全没有轮动 全都是早上就开始的 只是哪个快一点哪个慢一点 但是没有哪个吃完向下另外的接力的状态。
2712	2026-05-22 14:33	869024469	29	https://bbs.nga.cn/read.php?pid=869024469&opt=128	Reply[/pid] Post by 威武荡漾 (2026-05-22 14:30): 那狼大，明天是不是等外面看的冲进来才会继续杀？ 放心 明天不会杀 后天也不会
2713	2026-05-22 14:36	869024925	105	https://bbs.nga.cn/read.php?pid=869024925&opt=128	Reply[/pid] Post by GGALEXICH11 (2026-05-22 14:34): 狼大 最后一小时缩量涨是不是能更好在下周突破4140 避免再下杀 这个不能确定 但是缩量至少能保证今天不会有尾盘杀。 不过周末两天叠加今晚沃什 我保证我的仓位不要过重就行。
2714	2026-05-22 14:40	869025436	142	https://bbs.nga.cn/read.php?pid=869025436&opt=128	看见半导体了吗 搞半天都在水平面附近震荡。先给套山顶的活跃几天 让他们玩玩半个点的T 等消耗几天激情了 我们去救他们。让他们在重新拉升的第一根红K说拜拜
2715	2026-05-22 14:50	869026942	19	https://bbs.nga.cn/read.php?pid=869026942&opt=128	Reply[/pid] Post by glx1122 (2026-05-22 14:46): 这个是不是符合科技反弹老登不反弹，逼老登股割肉 你看白酒就懂了
2716	2026-05-22 14:52	869027208	19	https://bbs.nga.cn/read.php?pid=869027208&opt=128	Reply[/pid] Post by 武安y (2026-05-22 14:48): 狼大，请教你一个问题，你去年说的MKAD有预期吗？LHX在起飞前被我割了抄底其他的票，心好痛 这是前朝的剑了
2717	2026-05-22 14:56	869027796	75	https://bbs.nga.cn/read.php?pid=869027796&opt=128	Reply[/pid] Post by 阿斯达斯d (2026-05-22 14:50): 狼大，这个是按照15min线算的吗，最高点4199，最低点4067？ 按照两根日线的大黑K恢复过中点今天过4125算是修复，15min算实体K我算的是4194高，4072低，4133中点，4140这个计算方式昨天复盘的时候没有计算出来，请教一下是怎么看呢 你敢不敢看一下BOLL中轨 日分时如果回不到BOLL中轨以上我问你市场是强还是弱
2718	2026-05-22 14:58	869028112	86	https://bbs.nga.cn/read.php?pid=869028112&opt=128	Reply[/pid] Post by womta (2026-05-22 14:55): 切实感觉到有很多资金已经憋不住去科技了，很多红利已经连跌十几天了，一个像样的反弹都没有，红利仓位太重短线仓这里赚的勉强持平红利跌的，等大4浪的时候看看能不能降低下红利仓位 如果出现大4 反而是红利的补涨修复。。。。。。。。你看你们这种操作思维 简直是离TM大谱
2719	2026-05-22 15:02	869028763	35	https://bbs.nga.cn/read.php?pid=869028763&opt=128	Reply[/pid] Post by 原曦dawn (2026-05-22 14:59): 那是不是能去红利吃一波() 我不去 我又不是老登 我吃不到利息
2720	2026-05-22 15:12	869030410	301	https://bbs.nga.cn/read.php?pid=869030410&opt=128	Reply[/pid] Post by womta (2026-05-22 15:07): 感谢狼大提醒，就是在等大4的修复，没这口饼就红利这行情连跌十几天无反弹很难不割肉，我的红利占比太多了，补不了仓来科技打野摊平亏损，等大4高位减仓好在大5的时候有仓位去补做成本 红利这个东西 我打个比方 不构成投资建议 可能说现在还要再跌2个点 然后在大四阶段回他8个点 但是因为是调整端。很多人持仓会在反弹的第一 第二 第三个点把红利也割肉了 撑不到最后的8个点 然后另外一批人是反弹到8
2721	2026-05-22 15:19	869031512	78	https://bbs.nga.cn/read.php?pid=869031512&opt=128	Reply[/pid] Post by Silverdl (2026-05-22 15:14): 根据我长期红利投资的经历，确实是这样的 所以我只是想说一句 真要做红利 就老老实实吃息 当定存 做T？那是最不该做的事情。
2722	2026-05-22 15:20	869031647	38	https://bbs.nga.cn/read.php?pid=869031647&opt=128	Reply[/pid] Post by womta (2026-05-22 15:17): 我的理解红利的高低位判断是除了业绩增长以外就看股息率和国债的息差，避开财报月红利基本没什么大的波动，如果价格算下来息差低了就应该减仓 就当定期 只要比银行5年定存高就行。
2723	2026-05-24 10:57	869229763	594	https://bbs.nga.cn/read.php?pid=869229763&opt=128	新手不要执着短波数浪判断高低点，连我都没有这个实力 或者说没有意义 重点是判断短波的小级别趋势方向是不是会被逆转，观察那些逆转节点时候资金的表现是延续，诱多或是结束这才是重点 然后在一个预判的浪型里用不同的心态和操作模式去应对 比如判断是下跌浪的反弹，那就谨慎对待，如果是上升浪的调整，那就积极对待 重点是资金在关键节点的表现，就好像我前面判断B反高点出现的迹象已经在盘中就说了，你们要试着理解 这是一个预判浪型，观察节点，节点出现迹象，根据预先定制操作对应当时迹象，最后是马上对
2724	2026-05-25 14:17	869373503	89	https://bbs.nga.cn/read.php?pid=869373503&opt=128	Reply[/pid] Post by 二十年后又是好汉 (2026-05-25 14:15): 新能源那波之后就很少来大时代看了。。这俩礼拜断断续续又看了几眼。。 笑死。挣不到钱的还是那些挣不到钱的人。。。天天abc12345的数，天天逃顶了抄底了恐高了新低了。。。 折腾一圈不如梭删躺。 如果你不喜欢 你可以不来 你可能懂投资 但是如果不懂技术 你最后仍然不可能把钱带出这个市场 我说的
2725	2026-05-25 16:29	869392394	331	https://bbs.nga.cn/read.php?pid=869392394&opt=128	[图片: ./mon_202605/25/jmQ6-2m2tK29T3cStq-c8.jpg] 你们知道2015牛市之后那波大跌亏损最大在什么时候吗？你以为是最高点？以为是4800以上那一段？ 我告诉你们 最大亏损是我图上圈出来的B段，因为我经历过 而C段就是给B段下的最后终章 那几天下跌根本没人跑得出来。所以结论就是整个B段也就是无论你做得多么好 都是没有意义的 我从没有说 技术是万能的 我从来说的都是 技术是保命用的
2726	2026-05-25 19:02	869411223	400	https://bbs.nga.cn/read.php?pid=869411223&opt=128	我自己发的回复也是要卡很久 收盘了我就说一下 目前行情没有变化，机构逼所有人进科技，你别管他怎么逼的，手法如何，事实就是事实 但是老登只是老 不是傻 老登目前没有去科技的打算 他宁可撤场也不去接盘科技的。这些从资金能看出来 但是很多中登已经忍不住去做增量资金了 这里是个囚徒困境，你们从资金流量也能看出来，资金就困在科技里不断的换手，从这切到那 从那切到这 卖了就马上买回 怕卖飞，买了挣半个点又卖出怕套牢 这些资金太多了。
2727	2026-05-25 19:17	869412694	365	https://bbs.nga.cn/read.php?pid=869412694&opt=128	Reply[/pid] Post by Amam2haruna (2026-05-25 19:12): 这种时候是不是有点像多头的垂死挣扎 3WE的市场 没有新增放水资金，都被困在一个方向，所以不断的抽血别的方向 首先 这个肯定不是一个健康的市场 之前都有轮动 哪怕是半导体跳到AI AI跳回半导体 中间穿插点什么机器人 航天都无所谓 但是寒武纪+中心+华虹+拓经这些一起动的时候，市场是没办法轮动切换的。 说垂死挣扎为时尚早 但是不健康肯定是对的 而一旦市场不健康，最大的风险不
2728	2026-05-25 19:31	869413928	45	https://bbs.nga.cn/read.php?pid=869413928&opt=128	Reply[/pid] Post by 附上与之 (2026-05-25 19:25): 现在行情这么疯，万一来点利空消息，或者说是上面明确的降温信号，不会一下子就彻底崩了，复刻2015年吧 不至于 不用杞人忧天 这里甚至还没到高点区域
2729	2026-05-25 19:39	869414757	319	https://bbs.nga.cn/read.php?pid=869414757&opt=128	Reply[/pid] Post by Sukikiki (2026-05-25 19:36): 对于没买科技的散户来说最近这一两周是最难受的了吧，科技涨其他的跌，唯一一次触发量化算法的上周四还是无差别屠杀然后今天指数大涨的情况下还有3200家收绿，我猜马上要有人道心破碎了 买科技但没买对的也不行 现在半导体涨的就是之前预判的链条最后一段的方向 还有今天突发的涛定律的加强标 其他的也没有什么很多涨幅空间的。 所以其实还是那句话 在对的时候买对的票才是对的 就像为什么现在小图这
2730	2026-05-25 19:41	869414894	95	https://bbs.nga.cn/read.php?pid=869414894&opt=128	Reply[/pid] Post by 子午卯酉甲乙丙丁 (2026-05-25 19:39): 狼大，指数层面今天带量突破了4141。是不是可以认定为c浪结束了，下一阶段冲击4315了啊 不够时间 明天来了外资就懂了 反正没满仓 但是也没空仓 而且他上去一定会带我的光上去 我没什么所谓。
2731	2026-05-25 20:07	869417164	14	https://bbs.nga.cn/read.php?pid=869417164&opt=128	Reply[/pid] Post by ptrd41 (2026-05-25 20:06): 狼大狼大6000亿MLF能算增量吗 到期5000E
2732	2026-05-25 21:07	869422860	57	https://bbs.nga.cn/read.php?pid=869422860&opt=128	Reply[/pid] Post by 子午卯酉甲乙丙丁 (2026-05-25 20:51): 狼大，宇树科技也上市了，长鑫长存也上市了。现在gj把头部科技企业快速上市是为了引导市场健康良性发展吧。但是太多优质资产上市会不会跟当年中石油发生一样的情况呢？ 行情结束跟上市什么票没关系 跟还能不能继续放水有关系。
2733	2026-05-26 08:22	869450853	91	https://bbs.nga.cn/read.php?pid=869450853&opt=128	截至目前 我空油已经14%收益 而相对的 黄金并没有涨 所以你们能理解了么 买早并不能挣钱 买对时间才行。
2734	2026-05-26 08:59	869454942	21	https://bbs.nga.cn/read.php?pid=869454942&opt=128	Reply[/pid] Post by 闪耀芝士蛋挞派 (2026-05-26 08:56): 狼大，黄金啥时候才能大涨啊，拿了三个月心态有点绷不住了 等我说可以的时候
2735	2026-05-26 09:03	869455437	162	https://bbs.nga.cn/read.php?pid=869455437&opt=128	盘前 关于涛定律 我还是说一下 这是新名词 而且有官媒站台 大家不要忽视 也不要抵触 在一个新名词出来的时候我分享过是一个怎么操作思路了。 哪怕你不做 也不要去看空他 记得这个就行。
2736	2026-05-26 11:19	869476303	8	https://bbs.nga.cn/read.php?pid=869476303&opt=128	日低附近
2737	2026-05-26 12:32	869487592	93	https://bbs.nga.cn/read.php?pid=869487592&opt=128	下午注意会不会触发量化止损(类似上周4) 如果没有触发 今天日低有效 能判断的就是管到明天早上10点半。
2738	2026-05-26 14:12	869499723	17	https://bbs.nga.cn/read.php?pid=869499723&opt=128	Reply[/pid] Post by msjwhmxc123 (2026-05-26 14:04): 狼大的巫术都失效了 感觉要劲爆尾杀了 我不信 也不服
2739	2026-05-26 14:25	869501438	320	https://bbs.nga.cn/read.php?pid=869501438&opt=128	Reply[/pid] Post by msjwhmxc123 (2026-05-26 14:19): 感恩狼大的教学，这一个月学了不少，把本金的亏损赚回来了。 现在走成这个拧巴样是不是还得下去踩一脚或者一根放量大阳脱离下跌通道才算结束 C的缓跌 结尾一定是不破大盘60日线或者破一下当天拉回的前提下，某一天一根阳线突破下跌通道。 现在是C缓跌中的反抽 所以我说管到明天早上 这是很细节的技术，我只是想让你们看一下技术在大趋势可以保命 小节奏可以防止日内追涨杀跌。 技术无用论就和
2740	2026-05-26 14:30	869502131	191	https://bbs.nga.cn/read.php?pid=869502131&opt=128	Reply[/pid] Post by 若梦影风痕 (2026-05-26 14:28): 这时候的重点就是去弱留强吧~ 怎么说呢 机构目的就是逼大家趋弱留强 能不能理解？这是明牌 因为如果你不趋弱留强 不去科技 最后一波上冲他如何出场？他现在杀下去能出吗？不可能的啊 谁买？现在跌破4000 你敢买科技吗？敢买光吗？你想想？
2741	2026-05-26 14:40	869503456	21	https://bbs.nga.cn/read.php?pid=869503456&opt=128	Reply[/pid] Post by 若梦影风痕 (2026-05-26 14:38): 我自己的去弱留强大前提肯定是先选板块的，然后在板块内部做个股的比较。 机构要做局的地方是第一步就要排除的。 你避开不了 我说的
2742	2026-05-26 14:59	869505844	23	https://bbs.nga.cn/read.php?pid=869505844&opt=128	Reply[/pid] Post by vxxxxv (2026-05-26 14:48): 既然是反抽，一般不会过昨天的高点吧？ 你看尾盘收哪就懂了
2743	2026-05-26 15:04	869506521	85	https://bbs.nga.cn/read.php?pid=869506521&opt=128	Reply[/pid] Post by Rzzz二号机 (2026-05-26 15:00): &#160;明天或为最重要的一天？ 某一天一根阳线会是明天吗 不会 这个反抽我能算到的只管到明天10点半 多的就是大家挣到了 不关我的事 我预判不出来。
2744	2026-05-26 15:13	869507853	318	https://bbs.nga.cn/read.php?pid=869507853&opt=128	Reply[/pid] Post by 村上吹树 (2026-05-26 15:09): 晚上美股大概率大涨……但明天若再来一次这种盘面，我是要降低或清掉不少个股的仓位了…… 明天如果黄线在上 但是白线反而没有跟上 属于典型诱多但是能卖一个好的位置 不过我还是那句话 指数级别高点没到 至少到我那个区间的过程中 光芯存算要都有一个放大量的过程，那才是整个大3行情结束 不然凭什么半导体能吸完全场做换手出去 我光存算不是人吗 光大哥和二哥在拔估值了。这就是资金在做了。而且由于是海外
2745	2026-05-26 15:18	869508629	380	https://bbs.nga.cn/read.php?pid=869508629&opt=128	好了 我只是用盘中例子告诉你们技术的用处 明天我就不会说了 很多人觉得 自己不会12345 就觉得12345没用 我用事实说话 我不跟你们在那YY 为什么我平时不说小级别的技术，因为时效性，很多我判断出来立马就操作了 等我再说 你们再看 已经过了时间 超短你们是懂的 慢一拍就是吃屎 不信你们去别的超短楼看看就懂了 这是害人 而且大级别技术不熟练用 更不用说小级别了 那就是乱用 乱用也是死 言尽于此 以后我不再对小级别技术位置发言。
2746	2026-05-26 15:31	869510494	303	https://bbs.nga.cn/read.php?pid=869510494&opt=128	Reply[/pid] Post by xhox (2026-05-26 15:23): 小级别15分钟差不多可以日内或者隔日T，已经是超短了，再小感觉过分了 所以慢一点是否看60分钟及日线以上级别？ 日K判定趋势 15分钟对应日内操作 其他的级别意义不大 因为不能对操作上有什么帮助。 你听那种外面的人和你说 当5分钟怎么样 就要看15分钟怎么样 然后30分钟才能怎么样 60分钟要怎么样才能到日线怎么样 这种就是不学无术的了 或者单纯就想掏你口袋的。 技术分析不是这样的 是什
2747	2026-05-26 15:32	869510660	13	https://bbs.nga.cn/read.php?pid=869510660&opt=128	Reply[/pid] Post by 阿斯达斯d (2026-05-26 15:31): 短线技术派在K线上以日K为主要锚地 日内主要观察60min，30min作为波段找点位，15min来操作日内t、操作点。 还有一堆的指标作为辅助观察，包括macd这些，很复杂。我后面听得头大，就跟人家先学k线看了 你学杂了
2748	2026-05-26 15:44	869512310	120	https://bbs.nga.cn/read.php?pid=869512310&opt=128	Reply[/pid] Post by 阿斯达斯d (2026-05-26 15:39): 多谢狼大指导，之前那交易体系都是根据日k和30min来定的，去年进帖子之后把15min也加入进来了，15min上班就看不了，1小时左右活动一下能看看盘 看不了就不要做日内高低点 用日K判断当日区间浮动 然后配合自己的票挂线 我之前教过 看不了盘还要做超短不是自己给自己找麻烦么
2749	2026-05-26 15:53	869513557	9	https://bbs.nga.cn/read.php?pid=869513557&opt=128	Reply[/pid] Post by 1one- (2026-05-26 15:49): 狼大，之前玩老鼠的时候就用十五分钟线做日内t过，胜率出奇的高，能到七八十 但是没有指标体系啥的，就纯靠看13、34线，离得远了就买卖 狼大能不能指缝漏一点焚诀出来学习学习 不能
2750	2026-05-26 17:05	869523948	99	https://bbs.nga.cn/read.php?pid=869523948&opt=128	Reply[/pid] Post by 小蝎子ICE二代 (2026-05-26 17:00): 狼大这个维度，已经处于内行都未必看得出门道的地步了 除了大家跟着操作的，赚到钱了可以说一句“牛逼” 别的人估计都不懂牛逼在哪 我真的理解了，为什么“无敌是一种寂寞”了 绝世高手出手的时候我还没看清就已经死了，他甚至听不到我说“牛逼” 没有你们说的那么神奇 只是年复一日的把技术打磨 我现在再看能不能教会SORA 如果他学会了 我再考虑下一步
2751	2026-05-26 17:12	869524919	260	https://bbs.nga.cn/read.php?pid=869524919&opt=128	Reply[/pid] Post by andylaw123 (2026-05-26 17:07): [图片: ./mon_202605/26/jmQ6-l4lpZeT1kShs-15o.jpg] 狼大，先天指数已经摸到 60 日线附近，然后缩回来了，那我们是不是可以准备两套预案？ 一套是明天放量涨。黄线带动白线，突破压力位 4200， 那就是可以说明 C 杀结束了，可以进场坐等 4300 了 另一套，明天缩量黄线带不动白线，压力位看 4174 附近，然后卖出/减仓等 C 杀
2752	2026-05-26 17:20	869526069	155	https://bbs.nga.cn/read.php?pid=869526069&opt=128	Reply[/pid] Post by Plezl (2026-05-26 17:12): 没啥，就是分享点自己观测到的刻舟求剑的东西，主观上我也不觉得沪电到此为止，倒是它如果加速后趋势走坏了，比如5日破位倒反而算是某个确认信号 沪电会不会结束你看榜不会么？机构转给量化 量化如果转回机构或者柚子 就能继续看 如果量化转给散户 就不能做了 现在全机构榜你怕什么 你们复盘再看什么？盯着日分时？
2753	2026-05-26 17:26	869526962	21	https://bbs.nga.cn/read.php?pid=869526962&opt=128	Reply[/pid] Post by 从痴有爱 (2026-05-26 17:25): 沪电生益榜都不错，生益的居然还更好一点。封测机构出给游资了 生意有消息刺激。
